district,year,mean_start_day,start_date,mean_growing_period
Ikelenge,2014,321.2916666666667,November 17,166.70833333333334
Ikelenge,2015,300.7916666666667,October 27,199.125
Ikelenge,2016,303.4166666666667,October 30,199.20833333333331
Ikelenge,2017,307.75,November 03,189.54166666666663
Ikelenge,2018,304.9166666666667,October 31,194.25
Ikelenge,2019,331.8333333333333,November 27,175.33333333333334
Ikelenge,2020,297.1666666666667,October 24,217.54166666666663
Ikelenge,2021,303.1666666666667,October 30,184.41666666666663
Isoka,2000,308.741935483871,November 04,191.6290322580645
Isoka,2001,339.4193548387097,December 05,157.51612903225808
Isoka,2002,314.241935483871,November 10,188.4193548387097
Isoka,2003,334.0483870967742,November 30,168.74193548387098
Isoka,2004,331.0967741935484,November 27,181.38709677419357
Isoka,2005,352.6774193548387,December 18,141.1451612903226
Isoka,2006,321.35483870967744,November 17,200.7258064516129
Isoka,2007,340.30645161290323,December 06,171.7258064516129
Isoka,2008,330.6935483870968,November 26,165.01612903225808
Isoka,2009,313.5967741935484,November 09,181.38709677419357
Isoka,2010,330.1774193548387,November 26,170.4516129032258
Isoka,2011,350.0,December 16,158.6451612903226
Isoka,2012,324.7258064516129,November 20,194.53225806451613
Isoka,2013,316.0,November 12,180.2258064516129
Isoka,2014,328.4193548387097,November 24,179.6451612903226
Isoka,2015,326.0,November 22,181.9516129032258
Isoka,2016,327.66129032258067,November 23,188.6935483870968
Isoka,2017,327.38709677419354,November 23,171.20967741935485
Isoka,2018,336.46774193548384,December 02,174.24193548387098
Isoka,2019,339.98387096774195,December 05,179.53225806451613
Isoka,2020,338.85483870967744,December 04,176.2741935483871
Isoka,2021,325.3225806451613,November 21,175.9516129032258
Itezhi-tezhi,2000,316.0353535353535,November 12,161.83838383838383
Itezhi-tezhi,2001,313.72727272727275,November 09,168.56060606060606
Itezhi-tezhi,2002,345.8888888888889,December 11,81.8989898989899
Itezhi-tezhi,2003,330.0959595959596,November 26,143.27272727272728
Itezhi-tezhi,2004,334.76262626262627,November 30,146.74747474747474
Itezhi-tezhi,2005,318.1212121212121,November 14,120.9090909090909
Itezhi-tezhi,2006,320.64646464646466,November 16,149.07575757575756
Itezhi-tezhi,2007,315.010101010101,November 11,156.1818181818182
Itezhi-tezhi,2008,319.2575757575757,November 15,151.7929292929293
Itezhi-tezhi,2009,313.8838383838384,November 09,159.1010101010101
Itezhi-tezhi,2010,316.3181818181818,November 12,165.72222222222223
Itezhi-tezhi,2011,338.95454545454544,December 04,109.9040404040404
Itezhi-tezhi,2012,311.9191919191919,November 07,162.96464646464648
Itezhi-tezhi,2013,302.1363636363636,October 29,160.5252525252525
Itezhi-tezhi,2014,321.0757575757576,November 17,142.6969696969697
Itezhi-tezhi,2015,322.7474747474748,November 18,142.54040404040404
Itezhi-tezhi,2016,325.35858585858585,November 21,150.03535353535352
Itezhi-tezhi,2017,330.8787878787879,November 26,146.7828282828283
Itezhi-tezhi,2018,318.8333333333333,November 14,172.2070707070707
Itezhi-tezhi,2019,216.87878787878788,August 04,113.92929292929291
Itezhi-tezhi,2020,217.23737373737373,August 05,113.1010101010101
Itezhi-tezhi,2021,321.969696969697,November 17,141.36868686868686
Kabompo,2000,305.78823529411767,November 01,181.6117647058824
Kabompo,2001,323.2,November 19,162.94117647058823
Kabompo,2002,307.32941176470587,November 03,158.71764705882353
Kabompo,2003,301.1058823529412,October 28,190.04705882352943
Kabompo,2004,323.3529411764706,November 19,170.27058823529413
Kabompo,2005,309.8235294117647,November 05,178.1764705882353
Kabompo,2006,305.8588235294118,November 01,180.64705882352945
Kabompo,2007,302.3411764705882,October 29,184.6117647058824
Kabompo,2008,311.52941176470586,November 07,168.58823529411765
Kabompo,2009,308.78823529411767,November 04,193.9882352941177
Kabompo,2010,303.5882352941176,October 30,193.2235294117647
Kabompo,2011,276.0,October 03,201.91764705882352
Kabompo,2012,312.2705882352941,November 08,169.12941176470588
Kabompo,2013,298.0,October 25,188.45882352941177
Kabompo,2014,322.7176470588235,November 18,164.7529411764706
Kabompo,2015,323.32941176470587,November 19,153.8470588235294
Kabompo,2016,322.0,November 18,167.1529411764706
Kabompo,2017,325.5764705882353,November 21,162.11764705882354
Kabompo,2018,318.0,November 14,179.56470588235294
Kabompo,2019,322.3764705882353,November 18,166.57647058823528
Kabompo,2020,300.74117647058824,October 27,200.95294117647057
Kabompo,2021,307.0470588235294,November 03,176.65882352941176
Kabwe,2000,309.94444444444446,November 05,174.44444444444446
Kabwe,2001,321.1666666666667,November 17,159.5
Kabwe,2002,332.05555555555554,November 28,121.0
Kabwe,2003,331.1666666666667,November 27,153.83333333333334
Kabwe,2004,319.8888888888889,November 15,157.94444444444446
Kabwe,2005,333.1666666666667,November 29,124.44444444444444
Kabwe,2006,321.5,November 17,150.0
Kabwe,2007,312.8888888888889,November 08,153.16666666666666
Kabwe,2008,320.3333333333333,November 16,157.83333333333334
Kabwe,2009,312.3888888888889,November 08,163.33333333333334
Kabwe,2010,326.8888888888889,November 22,151.44444444444446
Kabwe,2011,339.3888888888889,December 05,125.66666666666669
Kabwe,2012,309.55555555555554,November 05,175.44444444444446
Kabwe,2013,305.3888888888889,November 01,162.66666666666666
Kabwe,2014,324.0,November 20,154.83333333333334
Kabwe,2015,323.0,November 19,147.83333333333334
Kabwe,2016,327.05555555555554,November 23,156.55555555555554
Kabwe,2017,329.6666666666667,November 25,153.61111111111111
Kabwe,2018,331.55555555555554,November 27,167.16666666666666
Kabwe,2019,344.0,December 10,142.38888888888889
Kabwe,2020,331.8888888888889,November 27,157.66666666666666
Kabwe,2021,323.05555555555554,November 19,144.22222222222223
Kafue,2000,310.94736842105266,November 06,176.52631578947367
Kafue,2001,322.0,November 18,157.19298245614036
Kafue,2002,347.0175438596491,December 13,94.6842105263158
Kafue,2003,333.719298245614,November 29,152.24561403508773
Kafue,2004,330.0701754385965,November 26,152.66666666666666
Kafue,2005,334.05263157894734,November 30,115.29824561403508
Kafue,2006,336.29824561403507,December 02,142.08771929824562
Kafue,2007,317.2456140350877,November 13,139.75438596491227
Kafue,2008,326.87719298245617,November 22,155.68421052631578
Kafue,2009,315.9649122807017,November 11,156.89473684210526
Kafue,2010,328.0,November 24,149.75438596491227
Kafue,2011,348.56140350877195,December 14,107.19298245614036
Kafue,2012,324.1929824561403,November 20,156.31578947368422
Kafue,2013,332.140350877193,November 28,138.2280701754386
Kafue,2014,314.10526315789474,November 10,157.91228070175438
Kafue,2015,323.0,November 19,147.50877192982455
Kafue,2016,328.10526315789474,November 24,148.4561403508772
Kafue,2017,331.0,November 27,148.80701754385964
Kafue,2018,333.8421052631579,November 29,163.26315789473685
Kafue,2019,3.0,January 03,108.36842105263158
Kafue,2020,280.2105263157895,October 07,141.94736842105263
Kafue,2021,324.35087719298247,November 20,139.98245614035088
Kalabo,2000,326.5169491525424,November 22,162.74576271186442
Kalabo,2001,300.728813559322,October 27,185.57627118644064
Kalabo,2002,325.5169491525424,November 21,170.41525423728814
Kalabo,2003,312.3220338983051,November 08,181.65254237288136
Kalabo,2004,331.042372881356,November 27,157.11016949152545
Kalabo,2005,314.4406779661017,November 10,170.27118644067798
Kalabo,2006,321.6525423728813,November 17,162.26271186440678
Kalabo,2007,302.1949152542373,October 29,180.5593220338983
Kalabo,2008,314.0508474576271,November 10,162.07627118644066
Kalabo,2009,310.9491525423729,November 06,185.44915254237287
Kalabo,2010,316.6186440677966,November 12,181.77966101694915
Kalabo,2011,329.364406779661,November 25,122.40677966101696
Kalabo,2012,318.0254237288136,November 14,156.77118644067798
Kalabo,2013,297.9491525423729,October 24,169.0
Kalabo,2014,307.0,November 03,182.03389830508476
Kalabo,2015,323.08474576271186,November 19,143.02542372881356
Kalabo,2016,322.93220338983053,November 18,162.03389830508473
Kalabo,2017,328.5254237288136,November 24,153.3135593220339
Kalabo,2018,135.34745762711864,May 15,133.02542372881356
Kalabo,2019,305.7457627118644,November 01,174.0084745762712
Kalabo,2020,335.6186440677966,December 01,153.16101694915255
Kalabo,2021,320.5084745762712,November 16,160.61016949152545
Kalomo,2000,317.43,November 13,187.02
Kalomo,2001,319.95,November 15,165.39
Kalomo,2002,346.05,December 12,78.41
Kalomo,2003,335.82,December 01,138.03
Kalomo,2004,339.08,December 05,150.37
Kalomo,2005,332.24,November 28,103.98
Kalomo,2006,321.77,November 17,152.74
Kalomo,2007,320.65,November 16,153.96
Kalomo,2008,318.63,November 14,154.23
Kalomo,2009,313.57,November 09,159.92
Kalomo,2010,316.0,November 12,173.19
Kalomo,2011,340.26,December 06,109.11
Kalomo,2012,307.4,November 03,160.73
Kalomo,2013,327.78,November 23,146.3
Kalomo,2014,193.9,July 12,128.83
Kalomo,2015,323.12,November 19,144.09
Kalomo,2016,327.05,November 23,148.67
Kalomo,2017,331.09,November 27,146.19
Kalomo,2018,319.0,November 15,168.2
Kalomo,2019,4.34,January 04,100.09
Kalomo,2020,21.95,January 21,83.91
Kalomo,2021,322.0,November 18,149.07
Kalulushi,2000,307.0,November 03,184.58333333333331
Kalulushi,2001,299.0,October 26,189.0
Kalulushi,2002,307.0,November 03,192.75
Kalulushi,2003,326.6666666666667,November 22,165.5
Kalulushi,2004,310.0,November 06,188.33333333333331
Kalulushi,2005,313.0,November 09,175.5
Kalulushi,2006,315.8333333333333,November 11,182.08333333333331
Kalulushi,2007,304.0833333333333,October 31,181.75
Kalulushi,2008,315.6666666666667,November 11,168.0
Kalulushi,2009,298.0,October 25,207.41666666666663
Kalulushi,2010,316.0,November 12,173.25
Kalulushi,2011,337.6666666666667,December 03,151.75
Kalulushi,2012,313.0,November 09,178.91666666666666
Kalulushi,2013,298.0,October 25,193.16666666666663
Kalulushi,2014,324.0,November 20,171.41666666666666
Kalulushi,2015,323.0,November 19,169.25
Kalulushi,2016,322.3333333333333,November 18,170.75
Kalulushi,2017,328.0,November 24,165.08333333333334
Kalulushi,2018,318.3333333333333,November 14,184.0
Kalulushi,2019,344.0,December 10,158.08333333333334
Kalulushi,2020,336.0,December 02,171.0
Kalulushi,2021,321.3333333333333,November 17,165.58333333333334
Kalumbila,2000,309.1656050955414,November 05,186.9808917197452
Kalumbila,2001,299.5796178343949,October 26,190.79617834394904
Kalumbila,2002,301.94267515923565,October 28,186.2420382165605
Kalumbila,2003,295.11464968152865,October 22,201.0828025477707
Kalumbila,2004,303.4203821656051,October 30,184.2165605095541
Kalumbila,2005,311.09554140127386,November 07,178.43312101910828
Kalumbila,2006,303.19745222929936,October 30,195.0382165605096
Kalumbila,2007,300.38853503184714,October 27,192.375796178344
Kalumbila,2008,308.0191082802548,November 04,180.13375796178343
Kalumbila,2009,302.4458598726115,October 29,203.4904458598726
Kalumbila,2010,303.62420382165607,October 30,186.47770700636943
Kalumbila,2011,287.8789808917197,October 14,199.5732484076433
Kalumbila,2012,295.3312101910828,October 22,196.94267515923568
Kalumbila,2013,297.859872611465,October 24,195.38853503184717
Kalumbila,2014,323.3503184713376,November 19,166.7324840764331
Kalumbila,2015,322.8471337579618,November 18,169.9936305732484
Kalumbila,2016,321.37579617834393,November 17,174.8535031847134
Kalumbila,2017,322.0191082802548,November 18,171.02547770700636
Kalumbila,2018,311.71974522293,November 07,187.9171974522293
Kalumbila,2019,341.61783439490443,December 07,160.96815286624204
Kalumbila,2020,302.35668789808915,October 29,205.10191082802547
Kalumbila,2021,313.7261146496815,November 09,172.96815286624204
Kanchibiya,2000,307.3592233009709,November 03,179.53398058252426
Kanchibiya,2001,309.05825242718447,November 05,182.0970873786408
Kanchibiya,2002,313.5728155339806,November 09,176.90291262135923
Kanchibiya,2003,332.6601941747573,November 28,164.16504854368932
Kanchibiya,2004,322.0,November 18,162.94174757281553
Kanchibiya,2005,313.20388349514565,November 09,172.33009708737865
Kanchibiya,2006,319.8446601941748,November 15,179.33009708737865
Kanchibiya,2007,306.80582524271847,November 02,185.2233009708738
Kanchibiya,2008,321.9805825242718,November 17,152.04854368932038
Kanchibiya,2009,313.252427184466,November 09,174.80582524271844
Kanchibiya,2010,328.6893203883496,November 24,155.8640776699029
Kanchibiya,2011,350.378640776699,December 16,143.0097087378641
Kanchibiya,2012,317.6116504854369,November 13,179.38834951456312
Kanchibiya,2013,321.43689320388347,November 17,166.33009708737865
Kanchibiya,2014,328.6504854368932,November 24,165.79611650485438
Kanchibiya,2015,325.97087378640776,November 21,167.1747572815534
Kanchibiya,2016,327.8446601941748,November 23,165.24271844660194
Kanchibiya,2017,328.9611650485437,November 24,163.80582524271844
Kanchibiya,2018,334.8543689320388,November 30,162.38834951456312
Kanchibiya,2019,343.99029126213594,December 09,160.93203883495147
Kanchibiya,2020,337.1456310679612,December 03,164.09708737864077
Kanchibiya,2021,325.6019417475728,November 21,160.6990291262136
Kaoma,2000,310.95454545454544,November 06,173.8272727272727
Kaoma,2001,300.3909090909091,October 27,184.5636363636364
Kaoma,2002,321.7818181818182,November 17,173.86363636363637
Kaoma,2003,309.4,November 05,176.78181818181818
Kaoma,2004,316.6181818181818,November 12,168.4909090909091
Kaoma,2005,312.6727272727273,November 08,172.5
Kaoma,2006,309.25454545454545,November 05,168.27272727272728
Kaoma,2007,303.4727272727273,October 30,178.54545454545453
Kaoma,2008,314.5090909090909,November 10,162.3272727272727
Kaoma,2009,311.3181818181818,November 07,189.5636363636364
Kaoma,2010,313.4,November 09,181.34545454545452
Kaoma,2011,332.4818181818182,November 28,132.6909090909091
Kaoma,2012,311.3272727272727,November 07,168.5
Kaoma,2013,298.0,October 25,172.4181818181818
Kaoma,2014,311.22727272727275,November 07,174.98181818181817
Kaoma,2015,324.6545454545454,November 20,145.83636363636364
Kaoma,2016,322.2181818181818,November 18,164.96363636363637
Kaoma,2017,329.2090909090909,November 25,155.3909090909091
Kaoma,2018,317.27272727272725,November 13,179.47272727272727
Kaoma,2019,322.8727272727273,November 18,161.35454545454544
Kaoma,2020,335.5636363636364,December 01,164.07272727272726
Kaoma,2021,321.0,November 17,159.35454545454544
Kapiri Mposhi,2000,309.4954128440367,November 05,176.58715596330276
Kapiri Mposhi,2001,320.26605504587155,November 16,161.92660550458714
Kapiri Mposhi,2002,313.6697247706422,November 09,158.8165137614679
Kapiri Mposhi,2003,331.1834862385321,November 27,154.1559633027523
Kapiri Mposhi,2004,317.9449541284404,November 13,162.651376146789
Kapiri Mposhi,2005,326.8256880733945,November 22,137.08256880733944
Kapiri Mposhi,2006,321.2201834862385,November 17,153.91743119266056
Kapiri Mposhi,2007,311.86238532110093,November 07,156.6880733944954
Kapiri Mposhi,2008,319.13761467889907,November 15,161.25688073394497
Kapiri Mposhi,2009,309.2844036697248,November 05,167.59633027522935
Kapiri Mposhi,2010,326.5688073394496,November 22,152.40366972477065
Kapiri Mposhi,2011,341.8807339449541,December 07,129.4862385321101
Kapiri Mposhi,2012,309.77064220183485,November 05,176.6697247706422
Kapiri Mposhi,2013,305.7155963302752,November 01,169.41284403669724
Kapiri Mposhi,2014,323.4036697247706,November 19,162.30275229357798
Kapiri Mposhi,2015,323.0,November 19,152.8256880733945
Kapiri Mposhi,2016,326.70642201834863,November 22,160.03669724770643
Kapiri Mposhi,2017,328.9816513761468,November 24,158.39449541284404
Kapiri Mposhi,2018,330.79816513761466,November 26,168.08256880733944
Kapiri Mposhi,2019,343.9449541284404,December 09,145.13761467889907
Kapiri Mposhi,2020,331.51376146788994,November 27,167.27522935779817
Kapiri Mposhi,2021,323.0366972477064,November 19,150.08256880733944
Kaputa,2000,306.9032258064516,November 02,193.46774193548387
Kaputa,2001,298.16129032258067,October 25,195.1935483870968
Kaputa,2002,309.1935483870968,November 05,194.5483870967742
Kaputa,2003,322.66129032258067,November 18,174.46774193548387
Kaputa,2004,292.1290322580645,October 19,217.9516129032258
Kaputa,2005,301.3709677419355,October 28,198.1290322580645
Kaputa,2006,301.4516129032258,October 28,230.9032258064516
Kaputa,2007,296.7258064516129,October 23,224.46774193548387
Kaputa,2008,295.43548387096774,October 22,209.1935483870968
Kaputa,2009,308.1290322580645,November 04,192.58064516129036
Kaputa,2010,292.1290322580645,October 19,210.38709677419357
Kaputa,2011,331.0483870967742,November 27,166.16129032258064
Kaputa,2012,294.0483870967742,October 21,222.6290322580645
Kaputa,2013,296.6774193548387,October 23,190.56451612903223
Kaputa,2014,323.0967741935484,November 19,162.88709677419354
Kaputa,2015,324.0,November 20,180.9032258064516
Kaputa,2016,320.2741935483871,November 16,197.79032258064515
Kaputa,2017,321.4516129032258,November 17,154.51612903225808
Kaputa,2018,299.1774193548387,October 26,203.3709677419355
Kaputa,2019,342.758064516129,December 08,178.1451612903226
Kaputa,2020,315.7741935483871,November 11,194.74193548387095
Kaputa,2021,314.4193548387097,November 10,182.06451612903223
Kasama,2000,306.9765625,November 02,178.9140625
Kasama,2001,305.296875,November 01,183.578125
Kasama,2002,312.2734375,November 08,175.1875
Kasama,2003,332.2890625,November 28,165.1875
Kasama,2004,319.1796875,November 15,180.9375
Kasama,2005,336.21875,December 02,152.6171875
Kasama,2006,317.1328125,November 13,202.8671875
Kasama,2007,299.015625,October 26,198.265625
Kasama,2008,315.9921875,November 11,166.3515625
Kasama,2009,311.21875,November 07,176.8671875
Kasama,2010,326.4140625,November 22,160.078125
Kasama,2011,346.8515625,December 12,149.984375
Kasama,2012,313.390625,November 09,195.421875
Kasama,2013,310.1171875,November 06,179.2109375
Kasama,2014,327.671875,November 23,167.6875
Kasama,2015,324.671875,November 20,174.8203125
Kasama,2016,325.046875,November 21,176.484375
Kasama,2017,326.3125,November 22,166.9140625
Kasama,2018,328.734375,November 24,169.8984375
Kasama,2019,342.8203125,December 08,166.796875
Kasama,2020,336.28125,December 02,169.4765625
Kasama,2021,323.65625,November 19,167.6015625
Kasempa,2000,307.5509433962264,November 03,174.4679245283019
Kasempa,2001,304.4075471698113,October 31,182.0981132075472
Kasempa,2002,302.07924528301885,October 29,179.23396226415093
Kasempa,2003,310.8641509433962,November 06,177.3698113207547
Kasempa,2004,314.52830188679246,November 10,167.30188679245282
Kasempa,2005,312.188679245283,November 08,166.67924528301887
Kasempa,2006,312.0,November 08,172.64150943396226
Kasempa,2007,304.3698113207547,October 31,173.30943396226414
Kasempa,2008,315.3962264150944,November 11,162.7811320754717
Kasempa,2009,308.6716981132075,November 04,185.65283018867925
Kasempa,2010,313.811320754717,November 09,167.26037735849056
Kasempa,2011,337.5132075471698,December 03,140.34716981132075
Kasempa,2012,302.42641509433963,October 29,183.33962264150944
Kasempa,2013,298.0867924528302,October 25,187.1433962264151
Kasempa,2014,323.05283018867925,November 19,167.15471698113208
Kasempa,2015,323.59622641509435,November 19,154.3622641509434
Kasempa,2016,322.0037735849057,November 18,166.69056603773586
Kasempa,2017,328.1320754716981,November 24,161.47169811320754
Kasempa,2018,317.1547169811321,November 13,181.3924528301887
Kasempa,2019,343.62264150943395,December 09,147.88679245283018
Kasempa,2020,336.5245283018868,December 02,163.7056603773585
Kasempa,2021,321.1283018867924,November 17,161.2377358490566
Kasenengwa,2000,309.95454545454544,November 05,186.45454545454547
Kasenengwa,2001,331.3636363636364,November 27,155.27272727272728
Kasenengwa,2002,323.0,November 19,161.36363636363637
Kasenengwa,2003,336.40909090909093,December 02,152.72727272727272
Kasenengwa,2004,325.1363636363636,November 21,177.0909090909091
Kasenengwa,2005,334.0,November 30,130.86363636363637
Kasenengwa,2006,321.8181818181818,November 17,179.4090909090909
Kasenengwa,2007,337.95454545454544,December 03,142.0
Kasenengwa,2008,329.5,November 25,151.4090909090909
Kasenengwa,2009,316.95454545454544,November 12,174.0909090909091
Kasenengwa,2010,327.09090909090907,November 23,159.1818181818182
Kasenengwa,2011,351.22727272727275,December 17,127.45454545454544
Kasenengwa,2012,311.59090909090907,November 07,178.13636363636363
Kasenengwa,2013,335.0,December 01,148.45454545454547
Kasenengwa,2014,325.0,November 21,162.36363636363637
Kasenengwa,2015,326.0,November 22,159.0909090909091
Kasenengwa,2016,330.0,November 26,161.0909090909091
Kasenengwa,2017,330.8181818181818,November 26,161.5
Kasenengwa,2018,331.04545454545456,November 27,167.86363636363637
Kasenengwa,2019,346.0,December 12,152.1818181818182
Kasenengwa,2020,338.0,December 04,163.77272727272728
Kasenengwa,2021,329.8636363636364,November 25,141.8181818181818
Katete,2000,309.5,November 05,189.6
Katete,2001,324.4,November 20,163.1
Katete,2002,321.6333333333333,November 17,165.4
Katete,2003,336.53333333333336,December 02,153.7
Katete,2004,313.76666666666665,November 09,191.06666666666663
Katete,2005,334.1333333333333,November 30,129.4
Katete,2006,321.2333333333333,November 17,186.9
Katete,2007,337.3333333333333,December 03,144.3
Katete,2008,323.1666666666667,November 19,162.3
Katete,2009,318.3666666666667,November 14,175.13333333333333
Katete,2010,327.0,November 23,160.36666666666667
Katete,2011,351.03333333333336,December 17,126.43333333333334
Katete,2012,310.7333333333333,November 06,179.76666666666668
Katete,2013,335.0,December 01,149.3
Katete,2014,325.0,November 21,164.73333333333332
Katete,2015,326.0,November 22,162.06666666666666
Katete,2016,329.8666666666667,November 25,162.76666666666668
Katete,2017,330.0,November 26,163.1
Katete,2018,331.0,November 27,169.8
Katete,2019,345.9,December 11,152.6
Katete,2020,336.06666666666666,December 02,169.6
Katete,2021,327.0,November 23,144.06666666666666
Kawambwa,2000,306.8936170212766,November 02,191.5212765957447
Kawambwa,2001,299.21276595744683,October 26,192.30851063829783
Kawambwa,2002,308.9255319148936,November 04,192.06382978723408
Kawambwa,2003,305.82978723404256,November 01,187.04255319148936
Kawambwa,2004,299.97872340425533,October 26,207.2659574468085
Kawambwa,2005,300.67021276595744,October 27,193.3510638297872
Kawambwa,2006,304.3510638297872,October 31,216.58510638297872
Kawambwa,2007,296.6808510638298,October 23,212.53191489361703
Kawambwa,2008,295.2872340425532,October 22,204.9468085106383
Kawambwa,2009,305.4255319148936,November 01,193.87234042553192
Kawambwa,2010,299.3617021276596,October 26,200.59574468085103
Kawambwa,2011,336.21276595744683,December 02,160.7872340425532
Kawambwa,2012,297.4468085106383,October 24,216.6382978723404
Kawambwa,2013,297.9148936170213,October 24,198.80851063829783
Kawambwa,2014,325.1808510638298,November 21,167.09574468085106
Kawambwa,2015,324.01063829787233,November 20,181.24468085106383
Kawambwa,2016,321.8085106382979,November 17,192.5
Kawambwa,2017,322.9574468085106,November 18,166.5744680851064
Kawambwa,2018,300.0,October 27,200.54255319148936
Kawambwa,2019,343.6595744680851,December 09,169.2340425531915
Kawambwa,2020,316.0,November 12,195.58510638297872
Kawambwa,2021,322.9148936170213,November 18,169.19148936170214
Kazungula,2000,331.17857142857144,November 27,150.77232142857142
Kazungula,2001,242.14732142857144,August 30,146.97321428571428
Kazungula,2002,289.8125,October 16,71.64732142857143
Kazungula,2003,285.6205357142857,October 12,98.29017857142856
Kazungula,2004,338.4732142857143,December 04,145.37946428571428
Kazungula,2005,318.61607142857144,November 14,116.08482142857144
Kazungula,2006,321.97767857142856,November 17,153.43303571428572
Kazungula,2007,327.16517857142856,November 23,135.89732142857142
Kazungula,2008,318.16517857142856,November 14,148.71428571428572
Kazungula,2009,310.9732142857143,November 06,157.40178571428572
Kazungula,2010,316.4553571428572,November 12,168.26785714285714
Kazungula,2011,283.1607142857143,October 10,90.87053571428572
Kazungula,2012,321.1116071428572,November 17,141.39285714285714
Kazungula,2013,324.2232142857143,November 20,132.08928571428572
Kazungula,2014,174.22321428571428,June 23,126.0
Kazungula,2015,322.42857142857144,November 18,141.13392857142858
Kazungula,2016,271.625,September 28,129.83482142857142
Kazungula,2017,331.2857142857143,November 27,141.86160714285714
Kazungula,2018,319.63839285714283,November 15,163.24553571428572
Kazungula,2019,4.401785714285714,January 04,95.83928571428572
Kazungula,2020,41.45982142857143,February 10,82.38392857142857
Kazungula,2021,322.0,November 18,145.58928571428572
Kitwe,2000,307.0,November 03,182.8
Kitwe,2001,299.46666666666664,October 26,187.53333333333333
Kitwe,2002,306.4,November 02,191.86666666666667
Kitwe,2003,326.93333333333334,November 22,165.06666666666666
Kitwe,2004,307.26666666666665,November 03,188.66666666666663
Kitwe,2005,313.0,November 09,175.06666666666666
Kitwe,2006,321.0,November 17,174.4
Kitwe,2007,302.2,October 29,181.8
Kitwe,2008,315.0,November 11,166.13333333333333
Kitwe,2009,297.46666666666664,October 24,207.53333333333333
Kitwe,2010,316.0,November 12,171.46666666666667
Kitwe,2011,339.1333333333333,December 05,150.46666666666667
Kitwe,2012,313.0,November 09,178.86666666666667
Kitwe,2013,298.0,October 25,193.0
Kitwe,2014,324.0,November 20,171.66666666666666
Kitwe,2015,323.0,November 19,168.13333333333333
Kitwe,2016,323.0,November 19,169.8
Kitwe,2017,328.0,November 24,165.0
Kitwe,2018,321.4,November 17,179.73333333333332
Kitwe,2019,344.0,December 10,157.66666666666666
Kitwe,2020,336.06666666666666,December 02,169.13333333333333
Kitwe,2021,322.0,November 18,164.4
Lavushimanda,2000,309.0982658959538,November 05,179.78034682080926
Lavushimanda,2001,322.6820809248555,November 18,167.9942196531792
Lavushimanda,2002,327.7514450867052,November 23,161.69942196531792
Lavushimanda,2003,333.8323699421965,November 29,160.1156069364162
Lavushimanda,2004,326.1676300578035,November 22,163.15028901734104
Lavushimanda,2005,333.1676300578035,November 29,141.9479768786127
Lavushimanda,2006,320.46242774566474,November 16,180.2543352601156
Lavushimanda,2007,319.34104046242777,November 15,164.73410404624278
Lavushimanda,2008,326.0115606936416,November 22,148.53757225433526
Lavushimanda,2009,315.5433526011561,November 11,182.5202312138728
Lavushimanda,2010,327.71098265895955,November 23,159.82658959537574
Lavushimanda,2011,350.7225433526012,December 16,138.8843930635838
Lavushimanda,2012,313.5433526011561,November 09,179.13294797687865
Lavushimanda,2013,325.7630057803468,November 21,161.72254335260115
Lavushimanda,2014,327.04624277456645,November 23,167.0635838150289
Lavushimanda,2015,325.87861271676303,November 21,162.6878612716763
Lavushimanda,2016,328.5606936416185,November 24,163.14450867052022
Lavushimanda,2017,329.36416184971097,November 25,162.78034682080926
Lavushimanda,2018,332.0115606936416,November 28,165.79768786127167
Lavushimanda,2019,344.4104046242775,December 10,156.0635838150289
Lavushimanda,2020,337.42774566473986,December 03,162.3121387283237
Lavushimanda,2021,326.02890173410407,November 22,154.6878612716763
Limulunga,2000,313.65909090909093,November 09,175.20454545454547
Limulunga,2001,301.6818181818182,October 28,181.04545454545453
Limulunga,2002,310.0681818181818,November 06,189.5909090909091
Limulunga,2003,314.6363636363636,November 10,173.47727272727272
Limulunga,2004,318.02272727272725,November 14,166.8409090909091
Limulunga,2005,313.3636363636364,November 09,162.4090909090909
Limulunga,2006,322.8863636363636,November 18,156.70454545454547
Limulunga,2007,303.3181818181818,October 30,180.4318181818182
Limulunga,2008,314.0,November 10,163.9090909090909
Limulunga,2009,310.22727272727275,November 06,188.9090909090909
Limulunga,2010,315.34090909090907,November 11,183.27272727272728
Limulunga,2011,331.9318181818182,November 27,122.63636363636364
Limulunga,2012,313.40909090909093,November 09,162.5681818181818
Limulunga,2013,298.0,October 25,167.02272727272728
Limulunga,2014,307.0,November 03,180.5909090909091
Limulunga,2015,325.0,November 21,142.95454545454547
Limulunga,2016,322.77272727272725,November 18,163.29545454545453
Limulunga,2017,329.1136363636364,November 25,153.6590909090909
Limulunga,2018,317.1136363636364,November 13,179.70454545454547
Limulunga,2019,305.3636363636364,November 01,175.0
Limulunga,2020,336.54545454545456,December 02,157.86363636363637
Limulunga,2021,321.0,November 17,161.45454545454547
Livingstone,2000,333.8888888888889,November 29,147.88888888888889
Livingstone,2001,34.888888888888886,February 03,79.33333333333333
Livingstone,2002,163.44444444444446,June 12,58.0
Livingstone,2003,52.44444444444444,February 21,25.666666666666668
Livingstone,2004,341.0,December 07,142.0
Livingstone,2005,316.0,November 12,111.44444444444444
Livingstone,2006,323.0,November 19,154.11111111111111
Livingstone,2007,329.0,November 25,139.55555555555554
